Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
7.90217786366824E+017,https://twitter.com/CatalystCouncil/status/790217786366824448,For those who have tried the no bowl feeding system and had your own setbacks - you might like this!  https://t.co/yKWznC4qia,2016-10-23 15:46 +0000,430,4,0.0093023256,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.90216988438172E+017,https://twitter.com/CatalystCouncil/status/790216988438171648,"This is great enrichment for cats, and a safe way to channel their hunting instincts! https://t.co/SV2tw00OxJ",2016-10-23 15:43 +0000,249,5,0.0200803213,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.89873840234992E+017,https://twitter.com/CatalystCouncil/status/789873840234991616,"How to get more black cats adopted from shelters and rescues, courtesy of Dr. Weiss and the ASPCA: https://t.co/LSXGUn1qJY",2016-10-22 16:59 +0000,262,1,0.0038167939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.89842610642911E+017,https://twitter.com/CatalystCouncil/status/789842610642911232,Don't forget to ID and microchip your cats before Halloween to ensure they won't get lost! https://t.co/hxWv8FSt1p,2016-10-22 14:55 +0000,300,4,0.0133333333,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.89482443023667E+017,https://twitter.com/CatalystCouncil/status/789482443023667200,"""The archives of @nytimes reveal a golden era for feline adventures in the late 19th and early 20th centuries."" https://t.co/PLKid7WgT9",2016-10-21 15:04 +0000,352,12,0.0340909091,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.89479778696831E+017,https://twitter.com/CatalystCouncil/status/789479778696830976,"Your cat's favorite new album simulates purring, heartbeats, and cat noises. #FelineFriday via @telegraph https://t.co/3G0KZUx7we",2016-10-21 14:53 +0000,249,10,0.0401606426,1,0,4,1,3,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.89479325443633E+017,https://twitter.com/CatalystCouncil/status/789479325443633153,"Feline calicivirus isolated from a tiger: Tiana, J, Liu D, et al. Molecular characterization ... https://t.co/xdBj6fiBRg via @WinnFeline",2016-10-21 14:51 +0000,152,14,0.0921052632,0,0,1,0,5,0,8,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.89148347940635E+017,https://twitter.com/CatalystCouncil/status/789148347940634624,Cats &amp; Carriers: Friends not Foes #AboutTheCat https://t.co/Zb8r74grIk https://t.co/x8CQuJxlz3,2016-10-20 16:56 +0000,227,7,0.0308370044,2,0,2,1,0,0,1,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.89147306499137E+017,https://twitter.com/CatalystCouncil/status/789147306499137536,"The CATalyst Council is dedicated to improving cats' lives. Here's how owners, veterinarians, and shelters can help: https://t.co/gVtBGtUVAO",2016-10-20 16:52 +0000,210,7,0.0333333333,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.88747207298036E+017,https://twitter.com/CatalystCouncil/status/788747207298035712,Love seeing happy cats in #catios! https://t.co/htTE7q0oOe,2016-10-19 14:22 +0000,176,24,0.1363636364,0,0,2,1,9,0,12,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.88744256215056E+017,https://twitter.com/CatalystCouncil/status/788744256215056384,Keep your cats away from toxic foods and decor during the holiday season with this handy guide from the @ASPCA. https://t.co/pKyKzQs6ca,2016-10-19 14:10 +0000,360,10,0.0277777778,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.88399389127484E+017,https://twitter.com/CatalystCouncil/status/788399389127483393,Even the calmest cats can bolt out the door if frightened or excited. Prevent this door-darting or break the habit: https://t.co/AK8AdKzunY,2016-10-18 15:20 +0000,163,3,0.018404908,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.88397949726233E+017,https://twitter.com/CatalystCouncil/status/788397949726232576,"Protect your indoor cat with ID on a snug-fitting collar, an up-to-date microchip, &amp; a safe harness when outside. https://t.co/mB5pHDuKC5",2016-10-18 15:14 +0000,156,2,0.0128205128,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.88387188480184E+017,https://twitter.com/CatalystCouncil/status/788387188480184321,"How space affect behavior in large groups of cats kept indoors: Loberg JM, Lundmark F. The ef... https://t.co/lHrgIDqBdH via @WinnFeline",2016-10-18 14:32 +0000,117,4,0.0341880342,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.88236601746858E+017,https://twitter.com/CatalystCouncil/status/788236601746857984,@Completely_Cats Thank you so much! 🐈,2016-10-18 04:33 +0000,35,4,0.1142857143,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.88057073078579E+017,https://twitter.com/CatalystCouncil/status/788057073078579201,Check our CATalyst Connection toolkit to form a shelter-veterinary bond in your community! https://t.co/Q4Nt3kpmoH https://t.co/kfallEpa1C,2016-10-17 16:40 +0000,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.88050841785729E+017,https://twitter.com/CatalystCouncil/status/788050841785729024,"We all know that cats won the internet, but the reason behind it is fascinating! https://t.co/fQ2SMartkc",2016-10-17 16:15 +0000,424,11,0.0259433962,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.87751864414704E+017,https://twitter.com/CatalystCouncil/status/787751864414703618,Read more about #FeralCatDay on our blog &amp; head over to @alleycatallies to find ways to help your neighborhood cats! https://t.co/xrmIZ4yS2a,2016-10-16 20:27 +0000,240,9,0.0375,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.87737482813116E+017,https://twitter.com/CatalystCouncil/status/787737482813116417,Open your heart to community cats on #FeralCatDay! Care tips &amp; materials via @alleycatallies https://t.co/UDQqdI3NTz https://t.co/SPSmBsxvtZ,2016-10-16 19:30 +0000,229,18,0.0786026201,1,0,7,1,1,0,7,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.87686001011372E+017,https://twitter.com/CatalystCouncil/status/787686001011372032,We're so grateful for veterinary technicians. Thank you for all that you do to make a difference and save animals! https://t.co/R9AgIZUpON,2016-10-16 16:05 +0000,3053,71,0.023255814,16,0,17,2,0,0,9,0,0,0,1,0,0,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.8728673760519E+017,https://twitter.com/CatalystCouncil/status/787286737605189632,Enjoy #Caturday with your kitty's favorite song. https://t.co/VmjRivARhD,2016-10-15 13:39 +0000,199,9,0.0452261307,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.87282102555259E+017,https://twitter.com/CatalystCouncil/status/787282102555258881,"Your cats love their meals, but is their food actually healthy? https://t.co/rmZ8ckT4yL",2016-10-15 13:20 +0000,169,2,0.0118343195,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.86964825276502E+017,https://twitter.com/CatalystCouncil/status/786964825276502016,This is a great resource from @CatVets on identifying &amp; preventing  feline parasites. https://t.co/1gtXzw3171,2016-10-14 16:20 +0000,191,8,0.0418848168,2,0,1,1,3,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.86960234040349E+017,https://twitter.com/CatalystCouncil/status/786960234040348672,"Halloween cat parties, helping street cats, &amp; @sleepypod CATalystas in our October news 🎃🍃👻 https://t.co/qyMJnHxC2r https://t.co/yVHYmpg9n4",2016-10-14 16:01 +0000,194,10,0.0515463918,0,0,1,0,0,0,3,0,0,0,0,0,0,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.86937877796041E+017,https://twitter.com/CatalystCouncil/status/786937877796040705,"Picking a Hypoallergenic Cat: Infographic: Picking a Hypoallergenic Cat
Infographic created b... https://t.co/OIMnfBs6ET via @WinnFeline",2016-10-14 14:33 +0000,140,1,0.0071428571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.86581946251883E+017,https://twitter.com/CatalystCouncil/status/786581946251882496,"Cats are replacing your favorite tv show characters, and it's hilarious. https://t.co/J6qXaK9khk",2016-10-13 14:58 +0000,160,8,0.05,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.86422122230919E+017,https://twitter.com/CatalystCouncil/status/786422122230919169,"@bethdphillips He seems very good natured - maybe grew accustomed to cat clothes as a kitten. Hopefully was ""freed"" soon after!",2016-10-13 04:23 +0000,26,6,0.2307692308,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.86342784424739E+017,https://twitter.com/CatalystCouncil/status/786342784424738817,What does your cat think of Halloween costumes? Just around the corner...👻 #PirateCat  https://t.co/8835nxoQGv,2016-10-12 23:08 +0000,269,8,0.029739777,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.86208436308541E+017,https://twitter.com/CatalystCouncil/status/786208436308541440,58% of cats are overweight! Learn about safe feline diet &amp; fitness and take the 10th annual @PetObesity survey here. https://t.co/mocEwulBrk,2016-10-12 14:14 +0000,292,18,0.0616438356,3,0,3,0,6,0,6,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.86191110288839E+017,https://twitter.com/CatalystCouncil/status/786191110288838657,Learn about cat fitness for #NationalPetObesityAwarenessDay and win @DrErnieWard's book or a free iPad! @PetObesity https://t.co/xsjUk9rqhd,2016-10-12 13:05 +0000,1621,22,0.0135718692,5,0,5,1,1,2,8,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.85879067878842E+017,https://twitter.com/CatalystCouncil/status/785879067878842369,Is your indoor cat on a parasite prevention plan? https://t.co/RsUyEnYxpo https://t.co/9fTYyejIo0,2016-10-11 16:25 +0000,236,11,0.0466101695,2,0,3,1,1,0,4,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.85874669404508E+017,https://twitter.com/CatalystCouncil/status/785874669404508160,"With their age usually comes wiseness, cleanliness, &amp; a calmer disposition. Senior cats need loving furrever homes! https://t.co/vg6IkXNEXy",2016-10-11 16:08 +0000,243,5,0.0205761317,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.85853255658144E+017,https://twitter.com/CatalystCouncil/status/785853255658143744,"Evaluating CP inhibitor use for T. foetus in cats: Tolbert MK, Brand MD, Gould EN. In vitro e... https://t.co/jzuO6MKLoK via @WinnFeline",2016-10-11 14:43 +0000,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.85469099895693E+017,https://twitter.com/CatalystCouncil/status/785469099895693312,"""This cat wants you to have nine lives too."" from @NYDailyNews https://t.co/XtXTNgjRx3",2016-10-10 13:16 +0000,224,2,0.0089285714,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.85463203065008E+017,https://twitter.com/CatalystCouncil/status/785463203065008128,"Ilona Rodan, DVM, offers advice on smooth vet visits for your cat's next wellness check. https://t.co/T2ZPKCkdU8",2016-10-10 12:53 +0000,1009,26,0.0257680872,5,0,5,2,4,0,8,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.85133638778167E+017,https://twitter.com/CatalystCouncil/status/785133638778167303,Feline arthritis often goes unnoticed. Learn to identify senior cat joint pain via @iCatCare https://t.co/BbIDn9iEii https://t.co/2qcS8dMOpg,2016-10-09 15:03 +0000,510,15,0.0294117647,3,0,3,0,6,0,0,1,0,0,1,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.85117745272672E+017,https://twitter.com/CatalystCouncil/status/785117745272672256,Provide indoor safe havens for your cat so your cat can always retreat and feel safe. https://t.co/hxWv8FARCP,2016-10-09 14:00 +0000,324,4,0.012345679,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.84790690660221E+017,https://twitter.com/CatalystCouncil/status/784790690660220929,Never leave your cats behind in an evacuation! Check out this great @catster guide on evacuating with cats. https://t.co/MS197zEbfG,2016-10-08 16:20 +0000,275,1,0.0036363636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.84788384111792E+017,https://twitter.com/CatalystCouncil/status/784788384111792128,If your cats are having trouble using the litterbox: https://t.co/pzMgsTvrVN #CatBehavior https://t.co/dccazzJTRp,2016-10-08 16:11 +0000,265,10,0.0377358491,0,0,1,0,4,0,5,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.84415565460939E+017,https://twitter.com/CatalystCouncil/status/784415565460938752,"Your help is always valuable to local shelters. ""Ten Ways to Help Your Local Shelter or Rescue"" by @HumaneSociety https://t.co/wg7qioefaE https://t.co/qkmcR8K2vB",2016-10-07 15:30 +0000,310,4,0.0129032258,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.8440889625743E+017,https://twitter.com/CatalystCouncil/status/784408896257429504,"Mycobiota of skin in healthy and allergic cats:  Meason-Smith C, Diesel A, Rodriguez Hoffman ... https://t.co/Bfasj4xbFM via @WinnFeline",2016-10-07 15:03 +0000,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.84406473766015E+017,https://twitter.com/CatalystCouncil/status/784406473766014976,Learn about keeping your cats healthy for #NationalPetObesityAwarenessDay https://t.co/PeKEVZJFov via @PetObesity,2016-10-07 14:54 +0000,734,7,0.0095367847,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.8399644966305E+017,https://twitter.com/CatalystCouncil/status/783996449663049728,"Complete resource guide for cat owners about cat behavior, health, and welfare: https://t.co/1GfJVm5OGS https://t.co/lqjNO7joNE",2016-10-06 11:44 +0000,326,12,0.036809816,2,0,4,0,4,0,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83994941437456E+017,https://twitter.com/CatalystCouncil/status/783994941437456384,Helpful for any cat owners near the east coast and feeling the effects of #HurricaneMatthew https://t.co/u2C8zAgvNh,2016-10-06 11:38 +0000,424,3,0.0070754717,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83762139110441E+017,https://twitter.com/CatalystCouncil/status/783762139110440960,@Chirpycats Thanks for the tips! They're fantastic,2016-10-05 20:13 +0000,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83656865741861E+017,https://twitter.com/CatalystCouncil/status/783656865741860864,What to do when bad weather threatens community (homeless) cats: https://t.co/BWiYpjHhln #HurricaneMatthew https://t.co/pNKfJq8f9Q,2016-10-05 13:15 +0000,471,10,0.0212314225,3,0,2,0,4,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83654320000606E+017,https://twitter.com/CatalystCouncil/status/783654320000606208,Infographic: Hurricane Safety Tips for Cats via @Petfinder https://t.co/JJyAadxBRz # https://t.co/nTCLySA2Va,2016-10-05 13:05 +0000,1263,19,0.0150435471,3,0,6,0,2,0,4,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83316072573178E+017,https://twitter.com/CatalystCouncil/status/783316072573177856,"Body weight and ECG measurements in purebred cats: Häggström J, Andersson Å O, Falk T, et al.... https://t.co/oUDQSvSk5a via @WinnFeline",2016-10-04 14:41 +0000,267,3,0.0112359551,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83305901780402E+017,https://twitter.com/CatalystCouncil/status/783305901780402176,"Cat-proof your home against toxins, medications, and this list of poisonous plants from the @ASPCA https://t.co/a8WAGsQ8zR https://t.co/DlXfeTH4cd",2016-10-04 14:00 +0000,461,14,0.0303687636,7,0,4,1,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83288104606061E+017,https://twitter.com/CatalystCouncil/status/783288104606060544,For all the cats who think they're the biggest and most fearsome on #WorldAnimalDay... They are. https://t.co/2WCMiTNWIt,2016-10-04 12:50 +0000,247,19,0.0769230769,2,0,2,1,0,1,8,0,0,0,0,0,0,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83283697814503E+017,https://twitter.com/CatalystCouncil/status/783283697814503425,Do you know cat CPR? Check out the Cat-World guide! https://t.co/ZPWBSShqkn,2016-10-04 12:32 +0000,154,4,0.025974026,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.82944052060709E+017,https://twitter.com/CatalystCouncil/status/782944052060708864,Create a first aid kit for your cat - a purrfect project for National Animal Safety &amp; Protection Month!  https://t.co/c84805P3oX,2016-10-03 14:03 +0000,341,5,0.0146627566,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.8294297491311E+017,https://twitter.com/CatalystCouncil/status/782942974913110017,Protect your indoor cats from toxins and common household dangers this month! https://t.co/hxWv8FARCP,2016-10-03 13:58 +0000,206,3,0.0145631068,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.825537958006E+017,https://twitter.com/CatalystCouncil/status/782553795800600576,Do you have a disaster preparedness kit for your cat? Easy as grabbing a backpack and list: https://t.co/IMtY2B3G1Y https://t.co/pV43bHJIcd,2016-10-02 12:12 +0000,324,15,0.0462962963,2,0,6,0,4,0,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.82218652120674E+017,https://twitter.com/CatalystCouncil/status/782218652120674304,"Is this every cat's favorite part of fall, or does yours have a different fave? Cats Playing in Leaves: https://t.co/pLhCGshLxH #Caturday",2016-10-01 14:00 +0000,236,2,0.0084745763,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.82189668787892E+017,https://twitter.com/CatalystCouncil/status/782189668787892224,Happy Birthday! 💚🐈 https://t.co/VZKoQOGXI7,2016-10-01 12:05 +0000,173,3,0.0173410405,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.82188314627408E+017,https://twitter.com/CatalystCouncil/status/782188314627407878,Happy October! Keep your indoor cats from getting spooked for National Animal Safety &amp; Protection Month! https://t.co/hxWv8FARCP,2016-10-01 12:00 +0000,202,7,0.0346534653,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.8186461059695E+017,https://twitter.com/CatalystCouncil/status/781864610596950016,"Using lymphoma subtypes to predict clinical outcome in cats?: Wolfesberger B, Skor O, Hammer ... https://t.co/63sVlQ5AE1 via @WinnFeline",2016-09-30 14:33 +0000,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
